dimension,Raw
mineral,-1.8890200123039045
wood,-1.1089755541991444
metallic,-1.358198917827611
fabric,-0.9240842454169649
white colour,-0.5753918686139636
grainy,-0.9878668533278645
crystalline,-1.0379079336815296
"straw, fibrous",-0.8076494078765029
cloudy,-0.8929482660637327
small,-0.9905488695129863
"beige colour, tan colour",-0.5419806325766174
viscous,-0.6906559763403124
black colour,-0.5842713655119229
brick,-0.7020003246551592
swirly,-0.7507370961305209
maroon colour,-0.44546190886398085
"lines, long, tubular, vertical",-0.8631496951156545
mesh,-0.6254542949697652
yellow colour,-0.08073597229494078
multi-coloured,-0.8448661118460221
thin,-0.5849521165660376
bulbous,-0.6908714390908139
green colour,-0.13713342770038106
blue colour,-0.529447338824721
shell,-0.6062762769432934
"gemstone, smooth",-0.4877525342101545
sheet,-0.3578659341294921
hair,-0.45785876056449104
spongy,-0.4538460652763221
golden,-0.5412048136527918
red colour,-0.4122407909082362
"round, smooth",-0.3587560262892253
cream colour,-0.32024787959291867
bumpy,-0.4648273486339405
hot,-0.26881993920779634
turquoise colour,-0.29794605794274265
