dimension,Raw
mineral,-2.761811138326489
wood,-1.3937375829909553
metallic,-2.2885153323360163
fabric,-1.2472191960321268
white colour,-0.8377782105590459
grainy,-1.3365701430977102
crystalline,-1.47752347112494
"straw, fibrous",-1.294048710403617
cloudy,-1.257898944663487
small,-1.628541852879891
"beige colour, tan colour",-0.906175835616631
viscous,-1.1317052713772342
black colour,-1.0599871971767212
brick,-1.1295136217291901
swirly,-1.0655859620336652
maroon colour,-0.7553137529601117
"lines, long, tubular, vertical",-1.3517126776756814
mesh,-0.991122020297402
yellow colour,-0.29704413614493275
multi-coloured,-1.1629777004395305
thin,-0.9559961418572474
bulbous,-0.9546713623232821
green colour,-0.4006253882177724
blue colour,-0.8708232457882645
shell,-0.9843840506455219
"gemstone, smooth",-0.8025669944761444
sheet,-0.5095026097702657
hair,-0.5763823064289744
spongy,-0.6366273326760223
golden,-0.982990354026438
red colour,-0.6848596908898059
"round, smooth",-0.521910400724606
cream colour,-0.5069398927758668
bumpy,-0.7359263842200938
hot,-0.5842241835695365
turquoise colour,-0.5383423643357832
