dimension,vision_layer_0,vision_layer_1,vision_layer_2,vision_layer_3,vision_layer_4,vision_layer_5,vision_layer_6,vision_layer_7,vision_layer_8,vision_layer_9,vision_layer_10,vision_layer_11
mineral,-1.5762330503823212,-1.4318988846586231,-1.3121505482918354,-1.3500876910244037,-1.2775296147512925,-1.2372228269974475,-1.292850575836217,-1.185711677706014,-1.5245550041949611,-1.2647212730591497,-1.2127190344928334,-1.1542376574576019
wood,-1.0665165339141134,-1.1572878040828352,-1.2402154535628886,-0.9852892206667461,-1.3261318709870409,-1.4425817547647264,-1.3964310924609018,-1.3009584409457102,-1.2066831730848069,-1.400058033587802,-1.1894428018275556,-1.13670702108667
metallic,-1.1498165296980734,-0.7329733688588282,-0.7270846543996743,-0.7180128658651952,-0.6878435540153245,-0.7448978979449052,-0.6379628531215815,-0.8275949563999436,-0.7282862174448657,-0.7423811249249468,-0.7944726822562176,-0.987461061204103
fabric,-0.897487205479526,-0.8299052631646622,-0.8576295978480946,-0.8282134798141074,-0.813626190812303,-0.8132013382240502,-0.7318893686604853,-0.8065204669623642,-0.7055173083991093,-0.9187099425336873,-0.9759611413950677,-0.8789507783079769
white colour,-1.0311196108353977,-0.7579533613797513,-0.9358571942651797,-0.5238721543869764,-0.7275508552083474,-0.7418836386649819,-0.8941345470846596,-0.6954960481252297,-0.6154074180211266,-1.0288889417406621,-0.6296276949732869,-0.8776273163885611
grainy,-0.9473928019042732,-0.7066033316495759,-0.726521894598751,-0.5176641062845089,-0.6638992579347731,-0.470115655574725,-0.7965680458011206,-0.8526573609064514,-0.9948766989382847,-0.7825521414863852,-0.8046575728139651,-0.7982944218321439
crystalline,-0.9082851294768886,-0.9179096694295643,-0.8021622921221263,-0.7590621395568755,-0.6654966233661777,-0.6962948670997151,-0.5530142789099703,-0.6816718318316435,-0.5774998644311327,-0.5957228360826794,-0.50122275861449,-0.5536681981009328
"straw, fibrous",-0.6927787695915584,-0.6552311805242661,-0.48732241520440156,-0.584749870759085,-0.40218784058689017,-0.4994811502311418,-0.5223760403737887,-0.3801372456833938,-0.6756706018202621,-0.6791252250985604,-0.5978495128957528,-0.5949747682344437
cloudy,-0.8087644520525061,-0.8747601678747849,-0.7714981657730902,-0.874513705313734,-0.6174474258307272,-0.8677060031211983,-0.8280303420061095,-0.8990866284294146,-0.6952068657732524,-0.7627369711039396,-0.978850067154053,-0.5746564827723395
small,-0.6275818964382021,-0.49283028891875946,-0.4391714448665729,-0.4812261126354995,-0.3011044189501655,-0.3273258930633909,-0.39447741574122275,-0.34310598710808105,-0.5801419135105381,-0.4205064868218462,-0.6508656288927224,-0.5705785262980796
"beige colour, tan colour",-0.46451608058964666,-0.8184212383514735,-0.6944227183928835,-0.6283171510905821,-0.7232737291030935,-0.7681881077708435,-0.8867140473415207,-0.6039393951987362,-0.7986507361037762,-0.5354520654250514,-0.8134332882167832,-0.5160068555071833
viscous,-0.5659091507011762,-0.6822580109996759,-0.6301478397278091,-0.6435767143243332,-0.521067374559081,-0.6177928968165995,-0.45805262985375417,-0.5721756231245267,-0.4537265363207923,-0.38436693581016645,-0.5829940501282151,-0.615919370298879
black colour,-0.3071282073588968,-0.15590102860474908,-0.20753968307975845,-0.37946826124609023,-0.3058539039711141,-0.3343960247530262,-0.257806559275946,-0.4783077240568252,-0.22128437081177932,-0.2843489481033097,-0.4538446957822897,-0.5396690024582824
brick,-0.6422647283585246,-0.6363471366665387,-0.5653122957161862,-0.5749022572196625,-0.4921996203655217,-0.38864161197124103,-0.4183342352866193,-0.43287601562022227,-0.38788924618368115,-0.33546860850563,-0.23359331693860996,-0.2847013238168663
swirly,-0.7746509282882661,-0.7190907138549878,-0.627945949108226,-0.6154537567365874,-0.5407975212485092,-0.545737336371894,-0.5432182444010865,-0.6021940565212285,-0.602231160923236,-0.6613888194385222,-0.6175694215281549,-0.6626171727195953
maroon colour,-0.34493620008559156,-0.564061651427719,-0.4042227340720457,-0.5682009008974362,-0.5084732686623488,-0.5155180131450845,-0.5217350523132915,-0.5428035479764244,-0.5006084240292039,-0.46596021560909406,-0.5078350337471391,-0.44413000818039916
"lines, long, tubular, vertical",-0.6408152253940298,-0.4423447836346708,-0.4862095497945791,-0.28188810492153693,-0.31606149815858786,-0.21971336848634837,-0.30209638382645254,-0.27879580035029905,-0.381063936929223,-0.47156761127907165,-0.4777218022500702,-0.3538540301675892
mesh,-0.6410610395432426,-0.3973973468611336,-0.5465662802263789,-0.28408721173773,-0.3329960063800024,-0.25010612702180146,-0.22950414821188914,-0.3761747162530693,-0.5255756411162908,-0.4628972697051146,-0.393581627860486,-0.5024771337910903
yellow colour,-0.0801128421632642,-0.413835159462864,-0.4085680449493494,-0.34085494144240047,-0.41490884858409816,-0.4910279717342778,-0.44302122348327955,-0.37746425820396645,-0.3916079494757705,-0.5266656360695368,-0.49688505795783033,-0.18791138665249663
multi-coloured,-0.28887130751727375,-0.4456807244479708,-0.4531238650017231,-0.4648329496795114,-0.2644048133196746,-0.2946188944904402,-0.18773646146436307,-0.28242096228167846,-0.23526476812589214,-0.32040679769191827,-0.3827115456664476,-0.5633965754517676
