dimension,vision_layer_0,vision_layer_1,vision_layer_2,vision_layer_3,vision_layer_4,vision_layer_5,vision_layer_6,vision_layer_7,vision_layer_8,vision_layer_9,vision_layer_10,vision_layer_11
made of metal / artificial / hard,-1.386618096456917,-1.3525696053667042,-1.2480624625796017,-1.267387687893403,-1.280288835089074,-1.1963830031088278,-1.2036686924660613,-0.9984973576384424,-1.1269891950243984,-0.9468942343288653,-1.160012803952874,-1.4209096615230514
food-related / eating-related / kitchen-related,-0.43695999203701263,-0.4002383289980862,-0.4836512628111609,-0.4378359602552908,-0.39817413220286024,-0.43866189845323134,-0.30234714815166486,-0.4395120073433625,-0.40525843445715104,-0.4328384495189952,-0.545728230653465,-0.24060411003285598
animal-related / organic,-0.353453212655074,-0.2908149224201426,-0.25444830372387406,-0.1388197586510438,-0.3115023324880215,-0.22385651054888211,-0.2869657995412227,-0.18668218298053696,-0.1643020237463515,0.053278466151643555,0.4370544688329926,0.45099436562923856
clothing-related / fabric / covering,-0.43298551345663316,-0.45227901108432356,-0.37070607146401957,-0.40317657409250485,-0.33204295558047336,-0.2710480129527335,-0.2317910678773043,-0.24401469954169697,-0.05776190542965187,-0.04376940105402061,-0.05326564013990609,0.0510042452959526
furniture-related / household-related / artifact,-0.5283652078596128,-0.5680455004288785,-0.38547622066192666,-0.4026325026513373,-0.3349244992466871,-0.2791163068340541,-0.3059785457201505,-0.20276790803044298,-0.2005280857564502,-0.10305581177003353,-0.4998891602675275,-0.3709883728232237
plant-related / green,-0.29920810671712084,-0.09976542955834167,-0.20568184108938392,-0.1505140485842822,-0.16059030669439367,-0.20066082242312233,-0.24890300996351167,-0.35225080282273646,-0.27034968137750814,-0.26429657687178154,-0.07666253293454539,-0.1702430513383557
outdoors-related,-0.5047579646119371,-0.4609115532798458,-0.3527143305165281,-0.30244059342627305,-0.30805630547055896,-0.3414864432281013,-0.3522436624283716,-0.30312777307887373,-0.20812752670505508,-0.19292973516725742,-0.29222384746547214,-0.3652176192272274
transportation / motorized / dynamic,-0.33791434487140015,-0.27861481361421125,-0.153758028792774,-0.14127050651111261,-0.08471030239120614,-0.06698635431956013,0.009416583642861243,0.04258972046335496,0.11631859292308444,0.19817433240122218,0.06961371900571,0.05846793296269992
wood-related / brownish,-0.4333788881528935,-0.4219439301017125,-0.42994409815776,-0.36623150031590646,-0.3342567982407787,-0.3699303724124543,-0.3845599389192196,-0.3067218153329494,-0.3873832302159286,-0.3255578419007805,-0.3936184561403051,-0.33141548808812993
body part-related,-0.29264113781547807,-0.30980095719072054,-0.21438245156899272,-0.22321446632275066,-0.18852942912389659,-0.03574499486449212,-0.04443618566525154,-0.02748450835354732,0.2525311074319443,0.30843986144961255,0.25661384676061405,0.30330289703155555
