dimension,alex_conv_0,alex_conv_1,alex_conv_2,alex_conv_3,alex_conv_4,alex_fc_0,alex_fc_1,alex_fc_2
mineral,-1.856133931173146,-4.811512113235698,-6.9842343183869495,-7.256740362896355,-4.7489850280334664,-15.069189964412669,-11.008765180342161,-7.140147782894852
wood,-1.3657577520008175,-4.239489666326552,-5.16777819419733,-5.5717256448148875,-3.855238423905912,-13.040274473261341,-9.105188699680342,-5.519162872692052
metallic,-1.1955880521378948,-3.4496547843289944,-4.648112823965218,-4.857226321056624,-3.270562003010295,-10.688052832874032,-6.976468584429073,-4.460679475276248
fabric,-1.2164705870169317,-3.4899511740728606,-4.41134877698484,-3.9286907013966594,-3.1017608095049622,-8.782155488939736,-6.203599943271295,-3.6515578857241957
white colour,-0.49587311570953574,-2.218764750433134,-3.3400366764667933,-3.4705769254179417,-2.1934076139730347,-8.633023545425313,-5.8329230448751055,-3.476792025075773
grainy,-1.1685922689892774,-2.9860785846969673,-3.998127686978333,-4.346193647920012,-2.9662619682123315,-11.044040836463036,-7.001734262737282,-4.638244156317241
crystalline,-0.9848245015033434,-2.626765924435742,-3.729855403278611,-3.7698000969522703,-2.599653945600378,-8.15252910507427,-6.995578077760357,-5.049008122441242
"straw, fibrous",-0.9110987754197952,-2.0173989896565447,-2.7238065294461444,-2.6957364000873594,-1.7485288412863351,-6.799281049436979,-4.841235738035532,-3.042068689642541
cloudy,-0.9641382008842478,-2.6851318016512993,-4.1849270171433615,-4.221955536439423,-2.874585079214018,-7.9790417810988075,-5.740534286310316,-3.665053408661585
small,-0.8908270942467924,-2.033826820854102,-3.116269428304493,-2.7266682970773854,-2.119704957765489,-6.300459781883427,-4.7015381440719874,-2.921752725859345
"beige colour, tan colour",-0.5815113675916583,-1.9939671265224836,-2.8300360817865906,-2.7031749976007036,-1.9283433714481868,-7.149957911987688,-5.358938464108824,-3.2353818102997565
