dimension,Raw
metallic/artificial,0.045288089682848365
food-related,0.09881830868547548
animal-related,0.039712875169802486
textile,0.006930284242493534
plant-related,0.06696137690254356
house-related/furnishing-related,0.004923130288782662
valuable/precious,0.005799864270052746
transportation-/movement-related,-0.02586316661377608
body-/people-related,-0.02684453765232453
wood-related/brown,0.014717393498887898
electronics/technology,-0.002005458695844009
colorful/playful,-0.045396556841481805
outdoors,0.02795515572113605
circular/round,-0.02468149704387712
paper-related/flat,0.008186561120441471
sports-/playing-related,-0.01921229727589946
tools/handheld/elongated,-0.009576037463793208
fluid-related/drink-related,-0.039868425455251044
water-related,-0.03298078818517003
oriented/many things,-0.018439193840531942
powdery/earth-related,-0.03339031633938139
white,-0.0002527150742361872
coarse pattern/many things,-0.015139627101388609
red,0.12891356858187442
long/thin,-0.01779475804870967
weapon-/danger-related,-0.015496961057942293
black,0.134777647350389
household,-0.014005926420133097
feminine (stereotypical),0.0022368987037344468
body part-related,-0.017943732876606333
tubular,-0.030128989769514947
music-/hearing-/hobby-related/loud,0.006547516134076559
grid-/grating-related,-0.02455947409063519
repetitive/spiky,-0.02944525509413798
construction-/craftsmanship-related,-0.03937859792559428
spherical/voluminous,-0.01974279192028905
string-related/curved,-0.036349106896798045
seating-/standing-/lying-related,-0.036093767050662695
flying-/sky-related,-0.016201289143353392
bug-related/non-mammalian/disgusting,-0.02531019392449707
transparent/shiny/crystalline,-0.034789994886775144
sand-colored,0.036374863527798174
green,0.18087207155805674
bathroom-/wetness-related,-0.012334385730333963
yellow,0.011356699538744741
heat-/fire-/light-related,-0.02154352422334238
beams-/mesh-related,-0.021926641582122208
foot-/walking-related,-0.025218953579157155
box-related/container,-0.030255114838109387
stick-shaped/container,-0.020093847746405658
head-related,-0.012897110196981476
upright/elongated/volumous,-0.022867801945853028
pointed/spiky,-0.029434320972062666
child-/toy-related/cute,-0.03757106525267706
farm-related/historical,-0.018988264696877755
seeing-related,-0.023662070399536494
medicine-/health-related,-0.028096488833580402
sweet / dessert-related,-0.028294820731987746
orange,0.046376453425313824
thin/flat/wrapping,-0.0138168835279453
cylindrical/conical/cushioning,-0.012028568815890539
coldness-related/winter-related,-0.03508642517807181
measurement-related/numbers-related,-0.027026185200569763
fluffy/soft,-0.032813815112406886
masculine (stereotypical),-0.03775729476592171
fine-grained pattern,-0.01918430879462063
