dimension,Raw
mineral,-1.6056276498090305
wood,-4.1089168304676775
metallic,-2.5800458928413414
fabric,-3.372094568217645
white colour,-0.5922625218106956
grainy,-3.357013233199962
crystalline,-2.964036032842353
"straw, fibrous",-4.962259606061902
cloudy,-3.0165941222930988
small,-3.372377532533554
"beige colour, tan colour",-2.8138943610699245
viscous,-3.893485854995871
black colour,-1.5593403141564686
brick,-3.7234990411552267
swirly,-2.572294421268402
maroon colour,-8.201426512846602
"lines, long, tubular, vertical",-3.617525352598272
mesh,-2.374171383212666
yellow colour,-3.876500804734414
multi-coloured,-4.433771274379768
thin,-6.155891556381038
bulbous,-4.008813309085236
green colour,-5.853442326725738
blue colour,-2.335031554898836
shell,-6.032950961150589
"gemstone, smooth",-5.336902834204494
sheet,-5.649422728597165
hair,-5.059429456225758
spongy,-9.261701921407653
golden,-3.123557279541406
red colour,-9.47711869603224
"round, smooth",-6.219978310262498
cream colour,-6.2959625892458035
bumpy,-4.368069061943644
hot,-16.975126335583017
turquoise colour,-9.926780118337529
