dimension,Raw
mineral,0.006796384757577312
wood,0.18599926041981513
metallic,0.16987836766446773
fabric,-0.22375855336731282
white colour,0.6150522776829463
grainy,-0.030172668595494157
crystalline,-0.23704566765501603
"straw, fibrous",-0.033558108987635914
cloudy,-0.07992674657838457
small,-0.0693743003764474
"beige colour, tan colour",0.3517470627241737
viscous,-0.1764025314161918
black colour,0.35728374995389717
brick,-0.22128582938939728
swirly,-0.11356674411505996
maroon colour,0.0942728535332249
"lines, long, tubular, vertical",-0.14253149305634893
mesh,-0.07081771855617289
yellow colour,0.2934970710501932
multi-coloured,-0.01676266056394199
thin,-0.22078020907336987
bulbous,-0.3385563980091243
green colour,0.13736044670632358
blue colour,0.381920967136495
shell,-0.2830526791026993
"gemstone, smooth",-0.42795512087344034
sheet,-0.4985462343450028
hair,-0.3292021247636657
spongy,-0.6168945251865038
golden,-0.12806499517329634
red colour,-0.09697556802982901
"round, smooth",-0.6306005029934592
cream colour,-0.3139639961054517
bumpy,-0.3720952683569467
hot,-0.7564845857596755
turquoise colour,-0.7234773383782361
