dimension,Raw
mineral,0.038079754057764384
wood,0.2703087929160379
metallic,0.16936899314385961
fabric,-0.1836494404061053
white colour,0.6429446519531733
grainy,-0.041507787517379324
crystalline,-0.19199351212828672
"straw, fibrous",-0.06782488961790092
cloudy,-0.06108531240243997
small,0.0034781761317038027
"beige colour, tan colour",0.33261460405983156
viscous,-0.17423581135228292
black colour,0.34051853038860636
brick,-0.20637712226900318
swirly,-0.08416242770761091
maroon colour,0.08650188443685702
"lines, long, tubular, vertical",-0.12916674708457254
mesh,-0.06698287433769975
yellow colour,0.28273431264654186
multi-coloured,-0.07183566932313667
thin,-0.23685546799914925
bulbous,-0.3505802313736299
green colour,0.09087521114354283
blue colour,0.360734455088285
shell,-0.31153054876375846
"gemstone, smooth",-0.44693655375015845
sheet,-0.5663005944116534
hair,-0.3207535426774486
spongy,-0.6758745579490515
golden,-0.16321017238922458
red colour,-0.1798817126430885
"round, smooth",-0.7444108329322803
cream colour,-0.37167837762893774
bumpy,-0.4074984438013157
hot,-0.804516017962856
turquoise colour,-0.9321837483078855
