dimension,Raw
made of metal / artificial / hard,0.0990241159578259
food-related / eating-related / kitchen-related,0.16314749689759223
animal-related / organic,0.05310956219712826
clothing-related / fabric / covering,0.04638587022068863
furniture-related / household-related / artifact,0.05911829036443439
plant-related / green,0.22435912272518876
outdoors-related,0.05083323109941895
transportation / motorized / dynamic,0.06496035754227958
wood-related / brownish,0.03750908642397177
body part-related,0.0020416844704072012
colorful,0.009090384574324206
valuable / special occasion-related,0.009277590754956377
electronic / technology,0.02577709041696974
sport-related / recreational activity-related,0.0081950264059506
disc-shaped / round,-0.0017987391485281279
tool-related,0.01363186911088099
many small things / course pattern,0.026028896128042156
paper-related / thin / flat / text-related,0.029902853098617066
fluid-related / drink-related,0.004815857384159905
long / thin,0.004683016354728897
water-related / blue,0.04436502450740998
powdery / fine-scale pattern,0.004165867418786551
red,0.23388256568765975
feminine (stereotypically) / decorative,0.02023575898129637
bathroom-related / sanitary,0.048984157599326394
black / noble,0.06403543249627275
weapon / danger-related / violence,0.010342270651395258
musical instrument-related / noise-related,0.018301810711395583
sky-related / flying-related / floating-related,0.09046132152290265
spherical / ellipsoid / rounded / voluminous,0.013682444495852986
repetitive,0.0005742770369211447
flat / patterned,0.014654289206717852
white,0.1260119546210492
thin / flat,0.07747648297662935
disgusting / bugs,0.0013541809348293077
string-related,-0.0021733324585055946
arms/legs/skin-related,-0.005427627092761567
shiny / transparent,0.007191669469261641
construction-related / physical work-related,-0.001595323030555873
fire-related / heat-related,0.0011773012833153906
head-related / face-related,-0.0007319028215608814
beams-related,0.00781518809651871
seating-related / put things on top,-0.00468362663352595
container-related / hollow,0.0013194430052060335
child-related / toy-related,-0.0009022607680098105
medicine-related,0.003760873509101703
has grating,-0.002340820860361248
handicraft-related,0.001154085893616874
cylindrical / conical,-0.0016495598893115915
