dimension,Raw
mineral,-49.74347990399966
wood,-35.696898392503044
metallic,-38.56389834315078
fabric,-24.780626699913626
white colour,-27.805402612794524
grainy,-26.615891881030517
crystalline,-26.640103185734873
"straw, fibrous",-22.465855894296393
cloudy,-22.285808256617056
small,-22.433560122277886
"beige colour, tan colour",-24.511213623859973
viscous,-19.334777913754277
black colour,-15.028462193007648
brick,-13.674631075610657
swirly,-20.37433348551175
maroon colour,-15.402742076955288
"lines, long, tubular, vertical",-19.430939782752617
mesh,-15.61723416328941
yellow colour,-13.559582161819769
multi-coloured,-12.565348229440328
thin,-17.432387810709933
bulbous,-14.502327985767888
green colour,-8.829131063397629
blue colour,-11.661813994736505
shell,-11.211374600911274
"gemstone, smooth",-12.271048285001475
sheet,-10.78377081874121
hair,-12.06583185952403
spongy,-13.406732262457927
golden,-15.168321522988293
red colour,-7.367486684044991
"round, smooth",-8.279126979264285
cream colour,-10.476005115038333
bumpy,-13.793441952483088
hot,-5.927827411354139
turquoise colour,-8.206972679057825
