dimension,alex_conv_0,alex_conv_1,alex_conv_2,alex_conv_3,alex_conv_4,alex_fc_0,alex_fc_1,alex_fc_2
made of metal / artificial / hard,-1.3896530947985415,-1.3681208350707448,-1.3773953494577356,-1.3720553469719294,-1.3727727742869442,-1.3940344831364881,-1.3380277249111914,-1.3331066483020444
food-related / eating-related / kitchen-related,-0.3721554575400836,-0.2996581515538068,-0.35101395351308606,-0.3524431305846787,-0.320039170382473,-0.36430996551975525,-0.4970092160490729,-0.5258722869291812
animal-related / organic,-0.3190967230764876,-0.36029858500216183,-0.30695792230751184,-0.32105242562831093,-0.34766498577216276,-0.3510553911243903,-0.33781682808542857,-0.347053112647991
clothing-related / fabric / covering,-0.41274489777716505,-0.3781722377844541,-0.3905847185761413,-0.42550904487383745,-0.4262116456001477,-0.3976115497448591,-0.4029315756813934,-0.38207720956235636
furniture-related / household-related / artifact,-0.5316951382899411,-0.5174081579417706,-0.5017377170606303,-0.5242727275047026,-0.5304715154271484,-0.5152091292684564,-0.5066183943366165,-0.4856955152226734
plant-related / green,-0.1807917028065653,-0.27720778485322595,-0.1262745293667762,-0.13178984177712416,-0.12540102835599698,-0.2633481094041219,-0.2048167162782617,-0.33821802932686373
outdoors-related,-0.4990732349729421,-0.4487038304594557,-0.4591174097762567,-0.4614644071393721,-0.48352756313679524,-0.4832634609772486,-0.4610565868370713,-0.491212707709767
transportation / motorized / dynamic,-0.3261052169339971,-0.2618727141926518,-0.31544802701198615,-0.2591186551353697,-0.24708783422149527,-0.2791903087204255,-0.2460714730731277,-0.20965017936064712
wood-related / brownish,-0.42348147032252403,-0.40182587722069374,-0.3980454304383112,-0.39910488567691593,-0.3909237665018981,-0.4290629840788365,-0.46485718012946564,-0.4637331418504358
body part-related,-0.3092925910533948,-0.2724812873728566,-0.27782195347128424,-0.31856026112004243,-0.29362818657724166,-0.302094270356434,-0.3070919909808201,-0.30844941561872474
colorful,-0.465664776705381,-0.27503011201283845,-0.3939058545772969,-0.3037954032838859,-0.3536744280346493,-0.3429524112807063,-0.36002784026380685,-0.354744228144491
valuable / special occasion-related,-0.4596794110887521,-0.4094092407557315,-0.4430009325905,-0.4315349840548759,-0.4224134380776159,-0.4533159020540902,-0.45155623555822055,-0.44222069365010763
electronic / technology,-0.34539636423104714,-0.33912709785176354,-0.3296817725689518,-0.31617366252508017,-0.33291703071997314,-0.3458701241822417,-0.33130952352458154,-0.3226292196043814
sport-related / recreational activity-related,-0.4168909625322228,-0.40281236585286306,-0.4264784233584047,-0.4165214676501854,-0.40613347354463314,-0.4020065391137009,-0.40533855368014904,-0.4045392126467289
disc-shaped / round,-0.39166409211511666,-0.3897316200899994,-0.39487145651584155,-0.3905589757519099,-0.3977821357368141,-0.4001027621272242,-0.39800777097635187,-0.40112884104577007
tool-related,-0.3438726289809635,-0.3440637734233172,-0.33278928893817405,-0.3394271938121114,-0.32711199670142244,-0.3322223509520057,-0.32295449839883283,-0.3290291655064168
many small things / course pattern,-0.3906217097494642,-0.29043527953849435,-0.4163911144553365,-0.28761712421529095,-0.3071487375790496,-0.3019669448716804,-0.3175145911227579,-0.32159338924171443
paper-related / thin / flat / text-related,-0.3481172709415945,-0.34524956048839517,-0.3518309509315871,-0.35476530686555763,-0.35867295187267745,-0.3627108222020565,-0.34581968777286654,-0.34381872545451686
fluid-related / drink-related,-0.3107676364714771,-0.2961106382425349,-0.3082613597015804,-0.2988318137340047,-0.2976128178113806,-0.31993434967990697,-0.32047299754190806,-0.3144678345206826
long / thin,-0.365276010355581,-0.36178348791628046,-0.3767763659001737,-0.35423044756417066,-0.3552983026411525,-0.35365510996606875,-0.35405584515397437,-0.3626204933248727
water-related / blue,-0.27798671314779155,-0.24466520323868735,-0.26336602804914433,-0.2563116770423357,-0.26630489121763623,-0.2814551457002503,-0.21404097151356494,-0.2283592229409821
powdery / fine-scale pattern,-0.31872219216673114,-0.29686684384965556,-0.24535035729185117,-0.24431077754386532,-0.27641005191907153,-0.27367143818521944,-0.2681078304302227,-0.28535884015743385
red,-0.2015452353150886,0.01721406690543914,-0.14363145580124392,-0.1235887678095684,-0.14058785291747955,-0.08340845878376713,-0.19515339716021307,-0.11744408820134655
feminine (stereotypically) / decorative,-0.3109317105908833,-0.29945482322412653,-0.3217765062509139,-0.3182364844694081,-0.32144770422313607,-0.3180973360661552,-0.323042105246401,-0.33448123871525093
bathroom-related / sanitary,-0.2731389967612847,-0.2768484409722136,-0.24289811263043615,-0.27419415028742744,-0.314950450662433,-0.27409467524407516,-0.2657669622411045,-0.31731820232729224
black / noble,-0.3157409440644552,-0.3074322583940512,-0.31065968335280436,-0.3225449974384833,-0.2516030363955073,-0.3421608363741975,-0.3185279781168735,-0.2718128744178654
weapon / danger-related / violence,-0.25890698435388826,-0.2665318463163835,-0.2549313117774963,-0.2580862661827874,-0.2619227086461027,-0.2708323478005623,-0.2690613247383973,-0.24947791481465154
musical instrument-related / noise-related,-0.22631115436062754,-0.21592493662732104,-0.2300458003965038,-0.22989198666087507,-0.20988010765201337,-0.23081132629235768,-0.23246054151834827,-0.21030673038558478
sky-related / flying-related / floating-related,-0.23265481646803154,-0.1624943305696822,-0.22356506025100997,-0.23080775542682685,-0.19481247070604568,-0.21144442094525884,-0.18208694120617452,-0.18768449083415395
spherical / ellipsoid / rounded / voluminous,-0.22417960835024298,-0.2138627596138325,-0.21826032733314227,-0.22688728844725814,-0.2226535939358909,-0.2387134551895198,-0.24315317467918152,-0.22507243332311333
repetitive,-0.28649627244564324,-0.24303531584410076,-0.24017278023138222,-0.24474554719726216,-0.25933757911637545,-0.21583799219179833,-0.22784314761496227,-0.2637448097102968
flat / patterned,-0.24050158838215152,-0.2457957534001396,-0.21611181220669828,-0.219521575995125,-0.24257236369266977,-0.2000541818071171,-0.20612461506593305,-0.21290781899103584
white,-0.1576368205373464,-0.19097292299174273,-0.19231200187637243,-0.17736797125591774,-0.20701200921404173,-0.1803289304553639,-0.11468658296485512,-0.1617792528166666
thin / flat,-0.1875005736250317,-0.2161668495678002,-0.20095133581528457,-0.2084699118838187,-0.25128660783531975,-0.20755494454103363,-0.1861304010594984,-0.24223047806162112
disgusting / bugs,-0.17700941278565363,-0.1830277459603371,-0.1840545348467455,-0.17857156551395903,-0.19028680743019843,-0.18327726882532902,-0.1810456926797177,-0.1832518919633701
string-related,-0.22170812019372166,-0.23489809862762878,-0.23675088465333682,-0.22631005010250593,-0.22260793985653593,-0.23123333408777813,-0.23886707318410894,-0.24004232954977067
arms/legs/skin-related,-0.21611428574950464,-0.21118254682326953,-0.20583951810914125,-0.20638191542446815,-0.2042319778184567,-0.21626195922217706,-0.2153664182862418,-0.2121717564355654
shiny / transparent,-0.22225340168743468,-0.23229485633695646,-0.22329388653443916,-0.22013064038640473,-0.23058123785857876,-0.22902999824669168,-0.2360099535925455,-0.22510244374209254
construction-related / physical work-related,-0.25683577893466003,-0.252048253235275,-0.25383908507195785,-0.24702969857116397,-0.2592639741141862,-0.25946995863883116,-0.2523489780251409,-0.2603560214298697
fire-related / heat-related,-0.1915629184168921,-0.19013004648797138,-0.19539397291011462,-0.20726857742261862,-0.19850707892108166,-0.2076739696541019,-0.19637607957275272,-0.1971795072559992
head-related / face-related,-0.1980854785827484,-0.19870376955036972,-0.1908939898550872,-0.2020016716826054,-0.18898834270281517,-0.2031963836270425,-0.19980069244310417,-0.19946727453440016
beams-related,-0.2069736206780468,-0.17126106298385824,-0.19259157377870406,-0.19071574007756387,-0.18611080803854163,-0.18133015385120332,-0.19440093085669008,-0.19214242641180546
seating-related / put things on top,-0.20310261526360085,-0.2014291393987051,-0.1933597017606703,-0.1951884223051672,-0.18844734476396008,-0.1987784053094246,-0.1981580031837782,-0.20079326546081555
container-related / hollow,-0.22541834902654068,-0.23270292324859443,-0.22328013958418036,-0.23250781359624084,-0.23220700975005326,-0.23141756047781148,-0.23934945779445527,-0.2309083684471953
child-related / toy-related,-0.16997530801570315,-0.18362317742585965,-0.17344468225275356,-0.16928956542313034,-0.18169229741444637,-0.1878436375600958,-0.18992635799562185,-0.18896821506599348
medicine-related,-0.18110071559437046,-0.18187260745519485,-0.16993637250233906,-0.17062263979839476,-0.1782064941738537,-0.19177915954586133,-0.1759545567466425,-0.17571474271013665
has grating,-0.15804310645837671,-0.17481389812707682,-0.14344498686316598,-0.1455349188767594,-0.1464222463439082,-0.12844172253130082,-0.14521469593951375,-0.15491308752174038
