dimension,V1,V2,V4,IT
mineral,-664.9796288832714,-5.7395890153001465,-3.3156300485774652,-90.41496881429528
wood,-4501.208698881799,-6.97785531954807,-9.752609820968242,-277.65391938652294
metallic,-609.8372392940189,-10.66597117980648,-7.1648033577003805,-246.86486981674625
fabric,-6976.692273919658,-13.82695967951155,-4.195028303161798,-103.96526608067293
white colour,-1708.8809970277648,-72.61559614399972,-38.98033122288049,-261.2053428523244
grainy,-2248.7104088024716,-8.145707839916888,-10.28495280554608,-416.18907615930055
crystalline,-1009.905930365552,-6.814551581085877,-12.37585194788186,-78.79306293721113
"straw, fibrous",-1890.619130429924,-33.964499991837464,-20.156561743480506,-644.5421992994427
cloudy,-4476.573375043733,-69.17910999736966,-35.57202305761328,-139.13143876565724
small,-508.3511802725915,-22.390818644840685,-15.179074240048777,-303.9283111918089
"beige colour, tan colour",-2235.866874722299,-200.97209179911533,-77.4993027616651,-392.2900525982094
viscous,-5100.221098392347,-25.403761544710168,-5.556354320788415,-64.41647238761868
black colour,-1105.337853272546,-48.56761083912009,-40.12861098356333,-252.7671849725764
brick,-1547.2480926515523,-716.5713438663558,-351.4017080417416,-818.0552636280133
swirly,-3918.0982183654282,-422.2410984383293,-191.08501789716667,-613.0281360203489
maroon colour,-6603.366041244348,-440.7793720802621,-149.50621929911978,-1172.060620118462
"lines, long, tubular, vertical",-895.1286750344212,-242.98637758430414,-96.8361013418156,-333.8016791449903
mesh,-3869.5376341571377,-98.1520631137162,-43.86534250360243,-397.43090720208113
yellow colour,-1531.3572666907683,-153.77450605873358,-75.88189611747367,-316.23822972803384
multi-coloured,-436.807845158631,-30.625065655850353,-20.369185498439187,-123.64138980887768
thin,-3096.462029272324,-185.11597645885197,-72.6593935269876,-670.1438678641485
bulbous,-1376.2918413838956,-448.9588964745947,-174.35875219944177,-466.3560851111063
green colour,-1435.9251208544742,-80.63834423211526,-46.24204536888223,-307.6861530205118
blue colour,-2558.8692890108405,-49.66765306197669,-39.91858029549978,-550.1755750193197
shell,-5575.834081977992,-862.2800343395833,-357.7018349585108,-639.0669934788735
"gemstone, smooth",-4023.59448169101,-798.4717975997735,-332.8738450388549,-839.5553857382126
sheet,-12745.494902699855,-147.1213868370204,-41.83802621065322,-398.7607549234118
hair,-15421.845854674568,-67.26166070763377,-36.05734188744587,-296.0795159051176
spongy,-12591.510424286851,-149.2566691957912,-74.78851723754221,-255.97380419386477
golden,-1053.6494213713845,-714.9570125179313,-268.9715389002116,-859.1159815851175
red colour,-2661.3977703008936,-16.59969751666164,-50.8964515211392,-592.5157214876456
"round, smooth",-3330.766883202485,-42.35834351485534,-12.622004828569287,-212.514957916424
cream colour,-27143.2050943665,-1068.7598355014313,-404.7803881453809,-1104.5400385176167
bumpy,-3854.4240325857936,-3014.7850833498487,-1230.2515408038698,-3199.949797003733
hot,-1872.5616800433004,-200.97596958616822,-101.35832375233608,-219.9890921904088
turquoise colour,-6603.424408916146,-16.07051009689017,-42.11589613732434,-1221.5622317029677
