dimension,V1,V2,V4,IT
metallic/artificial,-20.401922337941055,-61.353312913949836,-12.167783851548922,-2.043558792081984
food-related,-15.668328372407917,-33.46467209193405,-9.161523759820486,-1.3156520719390474
animal-related,-21.82924673129049,-38.613726624907756,-7.191468899057483,-1.2821690426811612
textile,-22.840313473119572,-59.03546243495176,-15.013712369134083,-2.8971025943201827
plant-related,-13.795084587532486,-31.49345010147423,-9.94234739319745,-3.1638985074078954
house-related/furnishing-related,-31.040597961322753,-64.5328685149366,-15.772533322619694,-3.46106480546432
valuable/precious,-20.394546744851638,-68.90440110236293,-15.881150373232577,-3.5950272182046112
transportation-/movement-related,-12.045929686524989,-42.523055960868696,-12.764844644527342,-2.838156235117921
body-/people-related,-29.37870018360375,-71.69919045168241,-9.854833692774385,-1.5046854138981653
wood-related/brown,-24.552524220760105,-82.21102928050625,-17.17855460016697,-4.025521677679855
electronics/technology,-21.35855333112689,-67.9148258672377,-13.077671008350151,-2.0158221453401977
colorful/playful,-8.839631725459808,-34.90104626270679,-10.405139491281934,-2.2992652961527953
outdoors,-13.857976238955024,-47.155687095994466,-15.158106204069028,-3.2514512584980344
circular/round,-24.573904987958432,-65.2772571453219,-12.038445061674258,-3.2264716207725406
paper-related/flat,-30.61449375690548,-88.11486669815339,-17.120819765576844,-3.8586001764837996
sports-/playing-related,-19.03493497892306,-75.37281901636133,-24.76074211021636,-6.433225779031583
tools/handheld/elongated,-30.076133212565736,-87.04681140619489,-17.179595081176206,-3.1539622051267235
fluid-related/drink-related,-29.784572668647854,-92.77503720555526,-15.61178207707072,-3.1826597612315384
water-related,-28.984503661960815,-114.21850517432418,-27.887460129869105,-4.814981858265618
oriented/many things,-14.840530961261532,-42.909203244248076,-10.063555507070895,-2.908249255039377
powdery/earth-related,-19.65016793533196,-81.02722736091829,-24.23108918366318,-6.466794400968918
white,-26.173185026731137,-63.33041751913961,-19.266642064908332,-4.017653706119853
coarse pattern/many things,-11.63619901857984,-19.93816821499528,-9.375093440360782,-4.5978102228712325
red,-10.454345792743716,-34.41389426588224,-11.237251228197895,-3.8195273888972174
long/thin,-29.921649157376088,-105.8469108624051,-19.660824544736393,-3.5030358369120576
weapon-/danger-related,-27.22328656356069,-109.76110689577283,-32.04966947532146,-7.7162010854917895
black,-16.674178251282793,-72.95967800532719,-17.34010085493076,-4.286824529468831
household,-32.8699372687357,-98.2786831128187,-20.040640643014896,-4.966559803171978
feminine (stereotypical),-31.71922352834391,-100.39517666770234,-24.447635414525518,-6.502912793639787
body part-related,-53.648321324952406,-217.9614998172145,-19.384138322168212,-5.196172135112605
tubular,-41.26382407527988,-115.52289599889227,-24.9116790526832,-4.606701294533294
