dimension,V1,V2,V4,IT
mineral,-180.65978817405056,-252.06947959156454,-348.6927611085674,-385.35523371090505
wood,-1252.936155210446,-1250.9814583681423,-1573.8704459077514,-1492.6613542455175
metallic,-181.25952277324487,-358.1311928557012,-1074.4741897157678,-439.21778142594803
fabric,-1214.3913603249362,-2265.3618232020717,-2354.025415206258,-1566.9632769194043
white colour,-362.3115089245278,-440.67915021980843,-2201.097544000685,-2353.9157602707946
grainy,-803.3652920687093,-1552.3738322421336,-2284.78025477977,-3837.9049636040713
crystalline,-424.78960206748843,-570.5140789041336,-767.652469439369,-507.92591040509626
"straw, fibrous",-468.5263957422497,-629.4556838495139,-1326.8402619334663,-1613.3115839241168
cloudy,-1488.3750905510174,-2024.0240225085217,-6411.805310943371,-2542.295613719401
small,-150.99490988737728,-239.4944249574707,-730.1103455181474,-1077.1250964955443
"beige colour, tan colour",-579.0215430025037,-1257.99001899919,-5153.82709021263,-3840.7951978038227
viscous,-1013.2476886723327,-1466.7499455469203,-1091.3068563216716,-431.7980226106529
black colour,-220.52303272018307,-396.2967520764966,-1880.120534074426,-2284.6545178246733
brick,-668.5036702091431,-770.340931294766,-23382.930452668727,-11524.850265333003
swirly,-1083.7483560362675,-1167.3154560002363,-13721.334967251993,-8480.908011433157
maroon colour,-1424.8576877220733,-1050.9597078899965,-9137.149352087046,-5746.363871455449
"lines, long, tubular, vertical",-254.117324291762,-586.945662300544,-5852.6934852424765,-3511.5080772663305
mesh,-552.0573517417722,-1128.7842592543577,-4051.358521384785,-2572.99336680017
yellow colour,-602.2963187139475,-1163.8666717670126,-5012.157079395237,-5754.235941571949
multi-coloured,-256.7264986442767,-338.9925535081972,-1211.60978254557,-894.1082648574454
thin,-783.4100998443095,-1168.7444100194868,-5363.330559300943,-4052.2415448803476
bulbous,-595.6066066583979,-747.2153705229963,-10668.560867670862,-6559.312059508171
green colour,-326.431420222293,-436.25362301232343,-4716.310155297854,-2452.125242946677
blue colour,-401.9490951467627,-981.6530150019405,-3091.8596943721122,-5258.553445056403
shell,-1764.659160382281,-1413.7472775118845,-21368.483809300647,-16409.483982294918
"gemstone, smooth",-1068.247760882127,-1865.726460452992,-22115.99619537604,-9530.458848812636
sheet,-2101.4937877629504,-3729.9965836351885,-6720.938044547164,-6035.695969370544
hair,-4958.321688972081,-5246.980271343802,-9868.913822359587,-5496.4007783370025
spongy,-1827.2343786794731,-2442.9571048568396,-3893.004381590205,-3690.6890945291334
golden,-312.6212700226462,-739.6486877968634,-15984.638343746317,-12300.271384585227
red colour,-1059.764888677931,-1466.7091882761767,-2932.993357413584,-3749.6426186148797
"round, smooth",-2037.1066420100408,-1517.8531680398664,-1844.1583965304858,-876.2302702281747
cream colour,-3558.1751404464458,-4820.660282122935,-22829.027045075996,-20027.3771388733
bumpy,-695.2176892843455,-1029.6434225874364,-66855.15611799018,-37642.13423352485
hot,-319.97463357886784,-797.7927082131755,-6457.720475988646,-6929.405646879833
turquoise colour,-1346.8533782292732,-2180.1960878525515,-1853.0582797146424,-2421.6496408697576
