dimension,Raw
made of metal / artificial / hard,-1.400296400189748
food-related / eating-related / kitchen-related,-0.46011859615174
animal-related / organic,-0.3557546071539257
clothing-related / fabric / covering,-0.44053598161719787
furniture-related / household-related / artifact,-0.5596679115464345
plant-related / green,-0.30071165175698966
outdoors-related,-0.5349998193149501
transportation / motorized / dynamic,-0.36080984269217
wood-related / brownish,-0.4500818791171064
body part-related,-0.3561736347075912
colorful,-0.5320917857414462
valuable / special occasion-related,-0.5090590105998485
electronic / technology,-0.3677298046197546
sport-related / recreational activity-related,-0.4383991576934234
disc-shaped / round,-0.43285046867629107
tool-related,-0.37264590406548326
many small things / course pattern,-0.44466405044346136
paper-related / thin / flat / text-related,-0.3714267088208636
fluid-related / drink-related,-0.37952728860705265
long / thin,-0.39248172639076073
water-related / blue,-0.3118668138738967
powdery / fine-scale pattern,-0.34105714110423846
red,-0.19234178066389918
feminine (stereotypically) / decorative,-0.35115886632238835
bathroom-related / sanitary,-0.3419600142641446
black / noble,-0.31184904764174326
weapon / danger-related / violence,-0.27705184191926513
musical instrument-related / noise-related,-0.23398445859211847
sky-related / flying-related / floating-related,-0.25394212603613786
spherical / ellipsoid / rounded / voluminous,-0.26419921609127495
repetitive,-0.3206407592738698
flat / patterned,-0.2713765145211007
white,-0.27695224054361356
thin / flat,-0.27145832139189685
disgusting / bugs,-0.21257609314528803
string-related,-0.2602231661886454
arms/legs/skin-related,-0.24763980075717806
shiny / transparent,-0.27703093141620894
construction-related / physical work-related,-0.29640000125659016
fire-related / heat-related,-0.20741247948425734
head-related / face-related,-0.22873964112600764
beams-related,-0.22403617603810932
seating-related / put things on top,-0.236560165750479
container-related / hollow,-0.2496870316355857
child-related / toy-related,-0.20347154592664096
medicine-related,-0.20718384902523201
has grating,-0.19672994946820177
handicraft-related,-0.23993549022894212
cylindrical / conical,-0.21915142315958525
