dimension,vision_layer_0,vision_layer_1,vision_layer_2,vision_layer_3,vision_layer_4,vision_layer_5,vision_layer_6,vision_layer_7,vision_layer_8,vision_layer_9,vision_layer_10,vision_layer_11
made of metal / artificial / hard,0.11251745202792218,0.22677280672818123,0.29148448095974955,0.38062609658798674,0.42021564948694434,0.47275627279232557,0.5285704224954813,0.5756807328216287,0.6771163068056996,0.7526158563565886,0.7849595354367418,0.8242006736332022
food-related / eating-related / kitchen-related,0.1497345126302284,0.2869599627142214,0.31337267776384936,0.4375406859739486,0.5058497110552866,0.5683852039950935,0.6187566017598379,0.6281699703714689,0.6979399059827057,0.7576249324743726,0.8200658171095436,0.8659985001084036
animal-related / organic,0.03468873150466811,0.21238348831252407,0.2800284011809292,0.34833786894596075,0.39772794444432247,0.4632223958213597,0.5864708276274126,0.6963288110211134,0.7742437838779027,0.8529973800854803,0.8867374130562455,0.9041535920968663
clothing-related / fabric / covering,-0.045747570987159536,0.08254188198718382,0.13073070251137486,0.18700800458302758,0.24297908250697176,0.26143757410364643,0.3525340546890937,0.4385081151033653,0.5367098042345202,0.663855208693017,0.7322777695491498,0.7667103697322177
furniture-related / household-related / artifact,0.03683034252423367,0.2025884120413256,0.2856657319988112,0.38797890828235637,0.3843225854406206,0.42767115265878286,0.4578855787878394,0.4848503053877474,0.5603792574833486,0.6602743195283898,0.6809473843659207,0.7400765865210557
plant-related / green,0.29599498070125774,0.4017717176082575,0.4119691097427234,0.46380809226787845,0.4782408701167281,0.5417392678622739,0.5538197545509171,0.5779900341809855,0.6479895528446233,0.6791742206250758,0.7412357296423129,0.7749929824544248
outdoors-related,0.12109740158481297,0.18432377989979076,0.24811609898137277,0.2976073802160323,0.33781352692181366,0.37462511695113543,0.42325400326692597,0.5017995231893815,0.554156794118162,0.6104581373366904,0.6402625305292806,0.6738095824177475
transportation / motorized / dynamic,0.023004023676156504,0.15654190855340933,0.2516988057364842,0.30798866500418054,0.3376265660522715,0.38772267327559673,0.44551254182978206,0.5151359801996858,0.6547180020530042,0.7315483518274511,0.7912041688502609,0.799955249871352
wood-related / brownish,0.005212410727319261,0.1101323947685856,0.17926436981290106,0.2356900840144236,0.24078815325096337,0.28761339135661,0.2761878270290714,0.296617303093177,0.320030910600015,0.424561497355494,0.43846945027686646,0.5568970560768414
body part-related,0.0038090997565437545,0.14049662093248816,0.20824325930053333,0.3053326855342988,0.4238134817285748,0.4949728378905156,0.6165567812215338,0.694189757703432,0.74113966021472,0.8047122386321759,0.8030523322070613,0.8153166111004012
colorful,0.25311174223544974,0.3452423198771921,0.3598939906392208,0.38157682374512847,0.3868062569638301,0.42365060646027186,0.4850680221018402,0.5146765738095087,0.5369801639472898,0.6087173987330229,0.5977809175781211,0.6310321626080772
valuable / special occasion-related,-0.025746316080226483,0.08121077773517993,0.14059723156849835,0.1655187721296113,0.1532719214960695,0.1810019121331714,0.18056959523590477,0.2550589126630499,0.3920155080051573,0.5193905692430264,0.57228251288004,0.6198391423880419
electronic / technology,-0.030791528745911068,0.08985501758345638,0.16541994033413665,0.23946082295304316,0.26790254753931797,0.30453167332737774,0.29918617664072045,0.36652704834115446,0.43406601419096114,0.5396455565815153,0.635174456327711,0.6868371728859881
