dimension,vit_layer_0,vit_layer_1,vit_layer_2,vit_layer_3,vit_layer_4,vit_layer_5,vit_layer_6,vit_layer_7,vit_layer_8,vit_layer_9,vit_layer_10,vit_layer_11
made of metal / artificial / hard,-1.4981906172775128,-1.4924690435187857,-1.3802320583852499,-1.3446950231882782,-1.2035296402702675,-1.1754495582241908,-1.1274903247851222,-1.0582877717378678,-1.302826022981443,-1.4716181903550023,-1.2354638166750607,-1.347079154179224
food-related / eating-related / kitchen-related,-0.44227078109220597,-0.40268201023143724,-0.3947936594481065,-0.37567247176486496,-0.49974546711265977,-0.40746840196364786,-0.4426766754377074,-0.5696348331587069,-0.34613407630437854,-0.2779550275130471,-0.5926557681433691,-0.5706301380638967
animal-related / organic,-0.40147622005136707,-0.2956594906236165,-0.2832596884998104,-0.1488986564677306,-0.1828080399582932,-0.06533169227256819,-0.15301765019320768,-0.3835001326530647,-0.11728920857116454,0.03318195081234454,-0.08404680776669426,-0.19068419512295365
clothing-related / fabric / covering,-0.46692469697371997,-0.373209856411699,-0.4366083342619733,-0.36543219562340545,-0.2746866426465997,-0.23219778622448484,-0.1606786652654204,-0.1730803158219909,-0.2173958375297773,-0.15233281355007988,-0.16251303815285056,-0.26877633968872616
furniture-related / household-related / artifact,-0.6396003741035101,-0.6135153887818279,-0.5099809157193513,-0.5607532394623069,-0.38509141456401297,-0.4066007868181394,-0.33070828015831166,-0.2754259278432867,-0.5619855405053642,-0.5580536453777372,-0.30440591017031093,-0.4696158278957294
plant-related / green,-0.34129377984905385,-0.2320587353761141,-0.177939774177577,-0.20357181873714558,-0.07326887791617986,-0.2441954679120717,-0.281290646063054,-0.28000076405409535,-0.10073677631678968,-0.01180720674123914,-0.19970733356614856,-0.3137695705829533
outdoors-related,-0.5267896459714905,-0.4571707801895133,-0.3967714160891418,-0.4475591973869746,-0.3093527044943689,-0.3357966437806166,-0.2987810693919859,-0.20287135583833837,-0.19845857084513763,-0.31941954747158774,-0.24009013181402628,-0.45514252218405327
transportation / motorized / dynamic,-0.36097114194469104,-0.23172309805000335,-0.16370374947827182,-0.14495156682445143,-0.07446367751555272,-0.10198284670555213,0.05340439215241055,0.0757103039815119,0.13609850648605304,-0.036071786148086815,0.019035457371277986,-0.20551187788298786
wood-related / brownish,-0.474129711265284,-0.4969989658789067,-0.4175270278628356,-0.5295422677014121,-0.40711196055272736,-0.4705690534033584,-0.5025394178389502,-0.3558844047146559,-0.44527297318859005,-0.4307271710747007,-0.44404139047334446,-0.405347415677483
body part-related,-0.34284371950427595,-0.2609085921712817,-0.3109546952697686,-0.20383487542433176,-0.1569843842863483,-0.14361312059289566,0.016336200474200147,0.06692642419609462,-0.05233072560388097,0.15724231818375123,0.09541616048818669,-0.1069506237182114
colorful,-0.43237820886283473,-0.3319315267243397,-0.2378037481502806,-0.2270444458784,-0.09867970178998586,-0.1104695642726119,-0.15483294106403234,-0.11229645012884748,-0.19449590905041725,-0.27819321765408267,-0.1898755632666902,-0.28666433196692265
valuable / special occasion-related,-0.5165937647350656,-0.4562382425664222,-0.42984069530928415,-0.4541510506128048,-0.33996629489538344,-0.35784892183748873,-0.4040249550381534,-0.2788816458835246,-0.4265774414401351,-0.2220546148243725,-0.3538624086006781,-0.37849369917627573
electronic / technology,-0.41053181853006815,-0.38988583356235806,-0.26979106140610254,-0.2666759429051,-0.19772877440233394,-0.1851297965881762,-0.1643666814247955,-0.08116058365249068,-0.21613789389549298,-0.24179132175040308,-0.07950562978197695,-0.27200441863637637
sport-related / recreational activity-related,-0.49496178234345,-0.43649175793671025,-0.4274650186944873,-0.433438030551637,-0.3809219817660956,-0.398614137645515,-0.3659832713956068,-0.32881913529345996,-0.26354819781313155,-0.31730906909723,-0.3114981610188645,-0.3868878809466696
disc-shaped / round,-0.46801628746703927,-0.4397027938166067,-0.42322036824920994,-0.37314704354326267,-0.35557219479892765,-0.289921053161188,-0.254236001260022,-0.15120032422204632,-0.21331022095075336,-0.2032920072749529,-0.2564584218348329,-0.33905833648136263
tool-related,-0.4460566089458158,-0.423771712780568,-0.3155443398435047,-0.3103777053504837,-0.3259019155271019,-0.3060412353471811,-0.27480212503719836,-0.19172288383484415,-0.15833515151427502,-0.27612096252390916,-0.2756817927713888,-0.21700242091771083
many small things / course pattern,-0.39898064906780606,-0.34834932380783235,-0.3020788615193155,-0.31076350128527497,-0.3016356798793016,-0.26285928882826815,-0.2894006132997433,-0.19344796849802148,-0.28877159937828,-0.2804426335911472,-0.29900454727209325,-0.3439258335373967
paper-related / thin / flat / text-related,-0.4174166637028567,-0.3796596814777944,-0.30453948354817095,-0.33596274617455335,-0.2767580544495074,-0.2904579069715869,-0.21620107832409552,-0.13330317233072364,-0.3185156338699684,-0.33262838137250417,-0.2002111420383419,-0.16521742643927584
fluid-related / drink-related,-0.38432602255762216,-0.3421739332038156,-0.3403448687186781,-0.2765296799852932,-0.3057298752750397,-0.2525366546815062,-0.21432378579818634,-0.09291959080619838,-0.19929099497774838,-0.1049441737404404,0.03822644426090038,-0.16230626516526003
long / thin,-0.482911179532969,-0.4235161945422061,-0.318137197648392,-0.3050180281042578,-0.28196865706959895,-0.28532583594258676,-0.252215710379494,-0.18318748452649758,-0.15810263898373633,-0.27123609965624174,-0.23455086938422176,-0.22429653493673984
water-related / blue,-0.33548129381213077,-0.2771581004736339,-0.23677945288757218,-0.28571046549191337,-0.2735407891993522,-0.24472340920026192,-0.1711940385543016,-0.1679866571152675,-0.1608988465152199,-0.15179839776937287,-0.1131338522026979,-0.28273281467725875
