dimension,V1,V2,V4,IT
metallic/artificial,-236.72281085654268,-253.59276468923662,-274.94217849679774,-177.8315211616348
food-related,-101.43152762423907,-100.41105955273358,-105.82374135088209,-68.16697998438251
animal-related,-80.16835135764642,-81.54926010663979,-86.6426428407135,-52.09636807440689
textile,-94.2885450888829,-99.32767180471284,-113.93461802407164,-73.33456762328133
plant-related,-75.93459776913481,-83.40836923057502,-92.22819254710069,-57.51630911108787
house-related/furnishing-related,-115.22793786929071,-117.53423146092028,-122.68522568682329,-78.91124027856732
valuable/precious,-115.64421333477871,-123.54075976073113,-136.98733660420993,-85.82516541468149
transportation-/movement-related,-66.60722250998762,-70.01755445477875,-81.21562728154592,-50.92010706619787
body-/people-related,-78.53606551344772,-80.68331960977851,-86.85842024634722,-54.186498335657134
wood-related/brown,-98.66581973959103,-104.43922619332145,-117.735268278433,-78.98115881027913
electronics/technology,-82.77973933200904,-84.38035857583591,-95.78639267336258,-57.73451933530109
colorful/playful,-90.38145244170431,-90.91188120031907,-104.0506254839071,-65.90877844805141
outdoors,-99.45923281370001,-109.48113749494104,-122.67859062903835,-76.83692426720656
circular/round,-98.20068750534097,-105.93009526057656,-110.61830759611384,-68.49001697319281
paper-related/flat,-95.27182342981507,-94.48955763637932,-106.48045848446162,-68.16284238473615
sports-/playing-related,-83.38865939490431,-89.64288615087263,-102.77761924729558,-66.95544612896924
tools/handheld/elongated,-87.240424519874,-91.35971775635711,-102.76601267147433,-65.07999690411346
fluid-related/drink-related,-75.4718736347806,-80.30161505656996,-84.82889731320633,-52.90940418881175
water-related,-68.39448665795491,-76.31682143783289,-87.49063725320256,-49.14587165555512
oriented/many things,-90.5636432093004,-97.62243483823147,-108.57040756013764,-67.51956385354801
powdery/earth-related,-90.3916952003578,-105.24046941206063,-113.79609407298048,-72.8084335535781
white,-94.49621488751309,-92.06309638352336,-103.98328131576706,-62.644844381285125
coarse pattern/many things,-70.03776042693512,-75.62528565008837,-83.01009517206212,-53.69026978952683
red,-66.47241960910483,-72.44146001875328,-80.2764692605117,-51.18570597966351
