dimension,Raw
metallic/artificial,0.09741497093005236
food-related,0.1608902270233643
animal-related,0.04182877113972605
textile,0.04221680717074061
plant-related,0.16310052953068688
house-related/furnishing-related,0.037130177046151513
valuable/precious,0.00958018781094494
transportation-/movement-related,0.05625567527849007
body-/people-related,-0.02074536950212713
wood-related/brown,0.014386646156885896
electronics/technology,0.010980542000922244
colorful/playful,-0.004243069712818182
outdoors,0.09808302229574994
circular/round,-0.02257292344527917
paper-related/flat,0.03976429866197073
sports-/playing-related,-0.013732115019669866
tools/handheld/elongated,0.0016811757619128453
fluid-related/drink-related,-0.024724725039939832
water-related,0.03308747314171623
oriented/many things,-0.011459829751757855
powdery/earth-related,-0.01841019415917078
white,0.24460776214455016
coarse pattern/many things,0.00027866440174084683
red,0.24819662152527433
long/thin,-0.007513777560864909
weapon-/danger-related,-0.013894957114796824
black,0.1730014573971994
household,-0.00714909563999977
feminine (stereotypical),0.014385624207428505
body part-related,-0.003172390314732265
tubular,-0.018522794345644078
music-/hearing-/hobby-related/loud,0.006605184036254985
grid-/grating-related,-0.015913845757331346
repetitive/spiky,-0.006324832973009897
construction-/craftsmanship-related,-0.04252238742541348
spherical/voluminous,-0.006992855543113574
string-related/curved,-0.03209026487143207
seating-/standing-/lying-related,-0.027555627936883154
flying-/sky-related,0.06615870669500568
bug-related/non-mammalian/disgusting,-0.01470562095947181
transparent/shiny/crystalline,-0.018627457228284072
sand-colored,0.04955534645837478
green,0.2461539874484917
bathroom-/wetness-related,-0.001067960382382438
yellow,0.09231351074676342
heat-/fire-/light-related,-0.012477590805614058
beams-/mesh-related,0.008106760782905953
foot-/walking-related,-0.024880520587642785
box-related/container,-0.021219834555642914
stick-shaped/container,-0.030895234246020475
head-related,-0.01898693552323527
upright/elongated/volumous,-0.007955903538942932
pointed/spiky,-0.018939573244552088
child-/toy-related/cute,-0.02705683900137723
farm-related/historical,-0.02158563328713403
seeing-related,-0.017952416206582278
medicine-/health-related,0.010652540642713704
sweet / dessert-related,0.00013067648089937212
orange,0.08034127851142703
thin/flat/wrapping,0.0317402630467446
cylindrical/conical/cushioning,-0.0005822544092271009
coldness-related/winter-related,-0.00022563161966115963
measurement-related/numbers-related,-0.03707166214258173
fluffy/soft,-0.03588214899572395
masculine (stereotypical),-0.045721564799356296
fine-grained pattern,-0.010900146354743123
