dimension,vision_layer_0,vision_layer_1,vision_layer_2,vision_layer_3,vision_layer_4,vision_layer_5,vision_layer_6,vision_layer_7,vision_layer_8,vision_layer_9,vision_layer_10,vision_layer_11
mineral,-3.8872172003151464,-3.7205052555521876,-4.199726661103092,-4.257945887041392,-4.065482097415667,-4.239961850246551,-3.8211961386612243,-3.9100525303173868,-4.015906190988942,-4.958307765111203,-11.69476419689685,-8.482816609962981
wood,-2.9679936157268783,-2.6718395655789435,-2.8219830804236876,-2.8401730110790946,-2.7932930806925103,-2.8409076427752367,-2.6754456520494547,-2.8293280151241555,-2.8750104383811115,-3.4602473157653835,-8.815984420648322,-6.256670125288323
metallic,-2.57551539985826,-2.4464196955643054,-2.5004385280824986,-2.6949110637976723,-2.608397043845778,-2.7221344835682677,-2.4430230849554397,-2.580226885059712,-2.4929249633454873,-3.1750125578823116,-8.001296419735672,-5.686144818193563
fabric,-2.547920022304986,-2.421592743081035,-2.25548466214282,-2.097330559980135,-2.241949446313883,-2.0797792779787123,-1.814540394905293,-1.7872229617097348,-1.900943940084444,-2.1375265534010017,-6.23169558221096,-4.107124593703684
white colour,-1.924981402966155,-1.675065738297509,-1.9201885435358501,-1.9120667243462117,-2.1084370359713,-2.1028815983250464,-1.8653615747867405,-2.0228226235653013,-2.2256672759830822,-2.6982817476917185,-6.554955506346728,-4.860212263270854
grainy,-2.4035606481159424,-2.0648931454480497,-2.0810094374900134,-2.0337064191925545,-2.0486632110465157,-2.1408606495088875,-1.8724746210207122,-1.9526826494975857,-2.108410392136882,-2.4816239420985395,-6.560627257405871,-4.547557615965258
crystalline,-2.407587399507669,-2.197978187413003,-2.170366323737625,-1.9082843997082333,-1.9531121191768461,-1.9114521174167582,-1.6837007917729934,-1.7023087107974026,-1.723741023406455,-2.311091944629602,-5.121373501839418,-3.9857378263716665
"straw, fibrous",-2.1742013208899493,-1.8073415173890153,-1.8241214027043346,-1.535125355838073,-1.4541859459274593,-1.4077772784483562,-1.2866462485660688,-1.3873658209220165,-1.4220096592628173,-1.8516350233129417,-5.254821172313587,-3.3652834151093263
cloudy,-2.2611441637509055,-2.1765166866006838,-2.497578754152939,-2.0354921750758708,-1.8949712217790435,-2.0122230518160147,-1.6857460115667946,-1.7170667486918179,-1.7490588168379912,-2.0766147927296648,-4.964400332180576,-3.98367435571587
small,-1.7537508681102985,-1.5149027913045305,-1.4319102103456318,-1.3664699282604773,-1.4140166478393135,-1.2502590194868293,-1.0916811749503839,-1.121767137386879,-1.207255299773896,-1.638441188030387,-4.302055218799429,-3.171609949676494
"beige colour, tan colour",-1.6247565596130258,-1.3795317687686621,-1.547288025879495,-1.5486511497461728,-1.7301650541704263,-1.6393786475813577,-1.492148653179846,-1.6781607514146737,-1.5911245503679186,-2.2134816433990077,-5.20566986644889,-3.8621052533823432
viscous,-1.709694440544649,-1.6617910270277783,-1.771140979870526,-1.6181752994462926,-1.6993709792926373,-1.6962236960653287,-1.4566300944415556,-1.3918133598566742,-1.591729057396999,-1.699578866839258,-3.795878064501414,-2.583859131399738
black colour,-1.0821999158950044,-0.7386417205347333,-0.9801479268401159,-0.9050619908126372,-0.83532245242862,-0.8219734778552714,-0.7309363073873572,-0.7652261800808497,-0.8373056645952777,-1.152152111388383,-4.192940994667863,-2.3291717714496194
brick,-1.9147897973259984,-1.5104904883195291,-1.6195273600048679,-1.6591918465160287,-1.5480668382264757,-1.3104676606300285,-1.1807715216929329,-1.2147718724466943,-1.289485598578565,-1.4396330714943049,-3.255347522750701,-2.363822812059468
