dimension,V1,V2,V4,IT
mineral,-3.180117792762492,-2.1106883013805486,-1.046161698735815,-0.18971702122939815
wood,-4.088605813767279,-1.7007602444970011,-2.5221775114522584,-0.6553082437163857
metallic,-2.1443769835092397,-2.8208343859758354,-1.7985255183402966,-0.7023752563941739
fabric,-5.952845702084927,-4.699846684051408,-2.6100616409067974,-2.554994921349496
white colour,-1.6336160659453713,-1.338630060016401,-0.633090099258407,-0.6290079976649763
grainy,-2.5817368660966773,-4.209474955142344,-1.8459886053072196,-1.0456435175987369
crystalline,-5.834671011837544,-5.117708127301777,-2.0873426132479582,-1.3023256658865732
"straw, fibrous",-2.804642786208858,-1.6471822598837602,-0.928306073848691,-1.5915615299531
cloudy,-4.198289098648339,-5.324705469928853,-3.2152885599359937,-2.3744148209439717
small,-2.54473862344479,-1.758836109400316,-1.4927347322189113,-1.7359213757708694
"beige colour, tan colour",-2.4107354760582496,-1.5892915946648722,-0.5021329785953152,-0.8472480223200398
viscous,-3.9371732984369645,-5.166387282478833,-3.063367513969026,-3.07697467080805
black colour,-2.3340355583612564,-1.9475404154033988,-1.3567150585584131,-1.2530563874067804
brick,-5.2507094295422325,-4.795249859074634,-2.8152066003051064,-3.2280288812093136
swirly,-4.133742263099292,-5.9992785650338325,-2.545638119215509,-4.209253652991178
maroon colour,-1.5681920721578315,-1.0111835212295088,-0.6351902069311779,-1.3444911400695227
"lines, long, tubular, vertical",-3.1289543013355994,-1.9538358438231205,-1.459723391117676,-0.6811961813258756
mesh,-4.461104183572946,-3.2609689104052135,-2.1554684722831046,-1.5007095263563461
yellow colour,-0.7932924957095131,-0.7712433406032146,-0.7065330063107809,-0.39004017570951555
multi-coloured,-2.253064903009462,-2.3223235604326478,-0.6870501988700117,-1.0670766686753144
thin,-5.659603898623662,-5.58336815930084,-3.58733536424249,-3.810632924315584
bulbous,-5.8736279242592815,-5.181543436671845,-3.4030265220162885,-1.8234452946068687
green colour,-1.3560347725177002,-0.8755045734891065,-0.9769759781347889,-1.0630653570262956
blue colour,-1.2441022271296687,-0.8714305563778715,-1.2265577243180545,-1.6847060609866773
shell,-2.945710853086492,-3.072549697308836,-4.200829259846216,-1.8298922577788659
"gemstone, smooth",-5.179158882573657,-5.230578268361885,-3.4119134274099183,-2.0989175650249754
sheet,-3.2100634359431854,-3.9466483274413324,-4.970758359420078,-3.8585565837728657
hair,-3.373321313721074,-3.5339535818364434,-6.3599906762664915,-3.1173479096801895
spongy,-5.246427277268726,-6.094540862000364,-5.649762386761859,-4.370211289059412
golden,-2.849479752972169,-4.978343402973179,-5.135887243158111,-4.013826553721682
red colour,-1.1741108910789881,-0.9145949384954273,-1.0373178992238854,-0.6521155361782458
"round, smooth",-4.801170455822249,-5.569741284054771,-5.398830805095693,-4.2235579771732
cream colour,-3.247364853498218,-3.6991008173131643,-4.227627108467207,-4.185311118379899
bumpy,-4.1274349200464,-5.346741181872852,-6.801518933354764,-3.791188718886998
hot,-6.352652185643381,-2.733269307309203,-1.7376321345137113,-2.006924112569253
turquoise colour,-3.395948525111762,-5.029527564654296,-4.235287855974151,-4.639745414279811
