dimension,Raw
made of metal / artificial / hard,-1.3490653965368287
food-related / eating-related / kitchen-related,-0.4311031808743555
animal-related / organic,-0.349854269126908
clothing-related / fabric / covering,-0.41216611900615874
furniture-related / household-related / artifact,-0.5414735843601108
plant-related / green,-0.27006023203484397
outdoors-related,-0.5127617168375525
transportation / motorized / dynamic,-0.3134757244052331
wood-related / brownish,-0.4329469320904997
body part-related,-0.3374206045069197
colorful,-0.473854246643461
valuable / special occasion-related,-0.4759664857498158
electronic / technology,-0.3445594149990965
sport-related / recreational activity-related,-0.4185240686845433
disc-shaped / round,-0.4041974781499149
tool-related,-0.35092604394937554
many small things / course pattern,-0.40571503113936647
paper-related / thin / flat / text-related,-0.34797126196693884
fluid-related / drink-related,-0.3450881896292888
long / thin,-0.36658102873695997
water-related / blue,-0.29122837213373365
powdery / fine-scale pattern,-0.32475617098856535
red,-0.20743096305957365
feminine (stereotypically) / decorative,-0.3357114650112183
bathroom-related / sanitary,-0.31943473478241113
black / noble,-0.29108159490731467
weapon / danger-related / violence,-0.252806615667756
musical instrument-related / noise-related,-0.22059851638954098
sky-related / flying-related / floating-related,-0.24406411245566062
spherical / ellipsoid / rounded / voluminous,-0.24011607918196387
repetitive,-0.2956322933697828
flat / patterned,-0.25956349407991763
white,-0.24948526083032685
thin / flat,-0.2537469572827371
disgusting / bugs,-0.18566706148146706
string-related,-0.23750630600390044
arms/legs/skin-related,-0.2278571464491519
shiny / transparent,-0.25333795565831485
construction-related / physical work-related,-0.2727806351611115
fire-related / heat-related,-0.19636836643402322
head-related / face-related,-0.20720243148466255
beams-related,-0.20922875036337563
seating-related / put things on top,-0.2139263624942631
container-related / hollow,-0.2231900769574604
child-related / toy-related,-0.18093563820875813
medicine-related,-0.18712042985320565
has grating,-0.17256217428626797
handicraft-related,-0.21613473611273948
cylindrical / conical,-0.20237398102893422
