dimension,Raw
mineral,0.009838430907287532
wood,0.07716024570523783
metallic,0.1376035632757533
fabric,-0.023339054889516708
white colour,0.5417252032878337
grainy,-0.014419838351390046
crystalline,-0.012516966297992038
"straw, fibrous",0.056369125330729464
cloudy,0.007349398238049254
small,-0.00986775010239227
"beige colour, tan colour",0.3099302856238426
viscous,-0.01676621602014161
black colour,0.30118553903224876
brick,-0.01839756161374151
swirly,-0.005527156473673633
maroon colour,0.34909482805955916
"lines, long, tubular, vertical",-0.022636838011272253
mesh,-0.00018034464075133982
yellow colour,0.4601359182561807
multi-coloured,-0.015352428743272695
thin,-0.012469626835046599
bulbous,-0.031146073850778055
green colour,0.2590631422776488
blue colour,0.1816487490667691
shell,-0.00032131693074011203
"gemstone, smooth",0.012859822657333209
sheet,-0.0270623552247653
hair,-0.009405695218637877
spongy,0.002303680676304709
golden,0.020650110459531246
red colour,0.2079668199656476
"round, smooth",-0.00861283840035898
cream colour,0.07191196095965624
bumpy,-0.005197393252195148
hot,0.041779505678061435
turquoise colour,0.04828502987105321
