dimension,Raw
metallic/artificial,-0.003194325874786186
food-related,0.08566779712709927
animal-related,-0.022934215947270742
textile,-0.04303251027099053
plant-related,0.04974692796572133
house-related/furnishing-related,-0.06225175128012039
valuable/precious,-0.10790495730263894
transportation-/movement-related,-0.10561209427853879
body-/people-related,-0.1118569700703882
wood-related/brown,-0.10323474016753109
electronics/technology,-0.09365691543657428
colorful/playful,-0.11395325000474199
outdoors,-0.00974983103294802
circular/round,-0.168922868652146
paper-related/flat,-0.060297317805187545
sports-/playing-related,-0.15637030718569878
tools/handheld/elongated,-0.09547655346998862
fluid-related/drink-related,-0.16200766976672254
water-related,-0.09255961430087178
oriented/many things,-0.171891970924684
powdery/earth-related,-0.11569280984293573
white,0.1457577263614679
coarse pattern/many things,-0.14479732414494273
red,0.2171721126566224
long/thin,-0.09944725540957067
weapon-/danger-related,-0.1429881487107374
black,0.09250648247499094
household,-0.10728774166164468
feminine (stereotypical),-0.07271913328668678
body part-related,-0.09319712676687986
tubular,-0.16076788201512815
music-/hearing-/hobby-related/loud,-0.10293038581272063
grid-/grating-related,-0.1779884423416347
repetitive/spiky,-0.14286148598730497
construction-/craftsmanship-related,-0.17160529380325307
spherical/voluminous,-0.14170530310935603
string-related/curved,-0.19072427541588044
seating-/standing-/lying-related,-0.17553499836660946
flying-/sky-related,-0.012271361528664482
bug-related/non-mammalian/disgusting,-0.12084285749367418
transparent/shiny/crystalline,-0.09958412822937213
sand-colored,-0.041018912426686205
green,0.18216910300490152
bathroom-/wetness-related,-0.09568321392647272
yellow,-0.002412287093071175
heat-/fire-/light-related,-0.11242287965614017
beams-/mesh-related,-0.1100063079304976
foot-/walking-related,-0.16221432702796057
box-related/container,-0.13234310003717153
stick-shaped/container,-0.14687664614305596
head-related,-0.11588125530056859
upright/elongated/volumous,-0.1374125354077067
pointed/spiky,-0.10056391259159336
child-/toy-related/cute,-0.15669688654588865
farm-related/historical,-0.14558423095863682
seeing-related,-0.10766457241227134
medicine-/health-related,-0.09673091815951129
sweet / dessert-related,-0.08159665804710081
orange,-0.014716957402235442
thin/flat/wrapping,-0.06277931838206174
cylindrical/conical/cushioning,-0.11843177629413426
coldness-related/winter-related,-0.13928726579221573
measurement-related/numbers-related,-0.14620538011217188
fluffy/soft,-0.154114476207027
masculine (stereotypical),-0.17148858581860438
fine-grained pattern,-0.0846637372649841
