dimension,Raw
metallic/artificial,0.060537179754434844
food-related,0.10417785504407562
animal-related,0.03531119082584744
textile,0.0229734788554824
plant-related,0.08637669522575353
house-related/furnishing-related,0.017491777723985358
valuable/precious,0.014024838058095512
transportation-/movement-related,0.011412633304189734
body-/people-related,-0.01682684141702029
wood-related/brown,0.0279657067084208
electronics/technology,0.00857020765814287
colorful/playful,-0.017277234139870146
outdoors,0.03654680901448437
circular/round,-0.009948772864686761
paper-related/flat,0.025068072201855696
sports-/playing-related,-0.009548265445562754
tools/handheld/elongated,0.006961865929302813
fluid-related/drink-related,-0.022510840905747953
water-related,-0.018269989063061542
oriented/many things,-0.0018332249525150335
powdery/earth-related,-0.01915294111957233
white,0.015806753949939023
coarse pattern/many things,0.0018989893458537521
red,0.1039063563050674
long/thin,-0.0014256738975331196
weapon-/danger-related,0.0015489822516082663
black,0.14832980316269795
household,-0.006263177367489048
feminine (stereotypical),0.008623682088246154
body part-related,-0.005122841796182831
tubular,-0.011896964135821309
music-/hearing-/hobby-related/loud,0.008719240156006003
grid-/grating-related,-0.006923794012453133
repetitive/spiky,-0.011529623607661854
construction-/craftsmanship-related,-0.0218622827554118
spherical/voluminous,-0.005001554427482402
string-related/curved,-0.018517945414194825
seating-/standing-/lying-related,-0.013654967085101832
flying-/sky-related,-0.011716142238663352
bug-related/non-mammalian/disgusting,-0.005373100854198398
transparent/shiny/crystalline,-0.022159954472338983
sand-colored,0.042247881555357414
green,0.17419321743639649
bathroom-/wetness-related,-0.00708342138932494
yellow,0.02408032154905959
heat-/fire-/light-related,-0.01625546950822887
beams-/mesh-related,-0.008800434179355276
foot-/walking-related,-0.011114263604016239
box-related/container,-0.009383662636589962
stick-shaped/container,-0.013599523928578439
head-related,-0.005572660017810316
upright/elongated/volumous,-0.0062695183410526045
pointed/spiky,-0.01077380442976339
child-/toy-related/cute,-0.013608381408984016
farm-related/historical,-0.007837468333040665
seeing-related,-0.010945424336630927
medicine-/health-related,-0.008180674905431395
sweet / dessert-related,-0.011310297286624804
orange,0.061493205920123306
thin/flat/wrapping,0.0024566750249402913
cylindrical/conical/cushioning,0.00082597912411142
coldness-related/winter-related,-0.012298019925118142
measurement-related/numbers-related,-0.016900810005276545
fluffy/soft,-0.018894321216752497
masculine (stereotypical),-0.02189378122342034
fine-grained pattern,-0.008770736199336326
