dimension,Raw
mineral,-0.09942225782484004
wood,0.008571243731076095
metallic,0.03676750925485939
fabric,-0.08760716605782948
white colour,0.5114124248097045
grainy,-0.12315432237100321
crystalline,-0.17315610050104246
"straw, fibrous",-0.0449765841777765
cloudy,-0.15819271372188637
small,-0.16992575190491666
"beige colour, tan colour",0.23607276194047988
viscous,-0.18575877681571074
black colour,0.13363463362978478
brick,-0.14021851817863196
swirly,-0.06531339672362546
maroon colour,0.2960349178074433
"lines, long, tubular, vertical",-0.4023890727855668
mesh,-0.07340881817754275
yellow colour,0.43741272758295546
multi-coloured,-0.18908156939860343
thin,-0.14139090006393218
bulbous,-0.26016292984844425
green colour,0.21886483629044295
blue colour,0.07573165897084555
shell,-0.1660625990444522
"gemstone, smooth",-0.11960429848266019
sheet,-0.12170516192991321
hair,-0.08962103071889405
spongy,-0.14102021034711054
golden,-0.1200663910199824
red colour,0.12982477149122695
"round, smooth",-0.15603073544157464
cream colour,-0.0425170143727176
bumpy,-0.1174250032841726
hot,-0.05169770286425068
turquoise colour,-0.04354792612735947
