dimension,Raw
mineral,0.013216578416870739
wood,0.07013077792726963
metallic,0.14219019044209158
fabric,-0.022520980777184008
white colour,0.5404001710601256
grainy,-0.01478856705815379
crystalline,-0.009660081425058253
"straw, fibrous",0.05743236122997297
cloudy,0.007913932627297449
small,-0.009852086035262442
"beige colour, tan colour",0.3135227089286152
viscous,-0.014536222670650911
black colour,0.2969553948353951
brick,-0.01703408384711591
swirly,-0.003331100405832288
maroon colour,0.34687481442877866
"lines, long, tubular, vertical",-0.024376295083547106
mesh,-0.001355924191321689
yellow colour,0.45875078718813367
multi-coloured,-0.07481633536059418
thin,-0.01229886562278315
bulbous,-0.032609542820172255
green colour,0.2633827600822859
blue colour,0.17992012993664552
shell,0.0008410399982201611
"gemstone, smooth",0.016264008641511674
sheet,-0.017299538068806353
hair,-0.010293440521082164
spongy,0.0024147148304818344
golden,0.020385188533682097
red colour,0.219742537006423
"round, smooth",-0.008624526174689118
cream colour,0.07190079840614316
bumpy,-0.0042196249667389996
hot,0.03945141555478271
turquoise colour,0.058156007208647664
