dimension,vision_layer_0,vision_layer_1,vision_layer_2,vision_layer_3,vision_layer_4,vision_layer_5,vision_layer_6,vision_layer_7,vision_layer_8,vision_layer_9,vision_layer_10,vision_layer_11
metallic/artificial,-1.437754561712183,-1.4013914898985664,-1.291818139079421,-1.3074869083011587,-1.3296270479377394,-1.2359908295384137,-1.2576023445623692,-1.0535969012956135,-1.1831650077988298,-0.9955348617342932,-1.1960627620714743,-1.4550479451779563
food-related,-0.4629552049515222,-0.42760808502560965,-0.5126613326458975,-0.4656954330241594,-0.42521636530246587,-0.46466281415719446,-0.32639013525269256,-0.4610030517158177,-0.42691185616780203,-0.45081325905839553,-0.5659325487426599,-0.2620692159893194
animal-related,-0.37670020088913403,-0.3155356234847351,-0.28042517297321123,-0.16269142065150777,-0.3376344601168326,-0.24515036839757798,-0.30990959489762004,-0.20558819314633414,-0.1843755912808256,0.03589386738386513,0.4136309882885264,0.4276801266080107
textile,-0.5359776892187802,-0.5424170117629117,-0.49056643320858306,-0.5039870639713819,-0.44751733702295393,-0.3908723623799868,-0.3456244601575844,-0.3395486406428214,-0.18828606095618317,-0.17471191840944833,-0.19451509241902176,-0.07763415752870872
plant-related,-0.3869807699515859,-0.21202306534932314,-0.2924782651119886,-0.23410888733578772,-0.24705076572713058,-0.28395615199027313,-0.3258244168293474,-0.4353700759786818,-0.3602159557625533,-0.3629294124814746,-0.13375672946749284,-0.19403215856222578
house-related/furnishing-related,-0.579907781261263,-0.6105064497188042,-0.464857572706036,-0.45980480170979066,-0.3888757520772643,-0.33470857521480446,-0.36930043838528337,-0.239972184069986,-0.25075374999563804,-0.14320584193651476,-0.5234228480273571,-0.43097752342323803
valuable/precious,-0.7088091549265854,-0.692994204828238,-0.581574701167985,-0.6960782707468636,-0.6186188453419283,-0.603540536716809,-0.5526348178763234,-0.5469808478513749,-0.4892061692772396,-0.5294521291164633,-0.5290303187005705,-0.4610439719141721
transportation-/movement-related,-0.4100448422758345,-0.34464919849236764,-0.21201785471412204,-0.19687103630581104,-0.1389246864995819,-0.11703495761109917,-0.03938842344231719,-0.01515122787060097,0.058108560811318766,0.14336392232246342,0.016414972364778513,0.00034549788655913183
body-/people-related,-0.3771876848062845,-0.3975295926509661,-0.28688065905974325,-0.2873876024902773,-0.23566583489417625,-0.08683907222493947,-0.10445536914330211,-0.10939576263158779,0.21480883795770678,0.25387147524789033,0.20907130728147494,0.2424733125345634
wood-related/brown,-0.5238481633862979,-0.5131475224429431,-0.5053582974508202,-0.44366485268281286,-0.4151084624318866,-0.4471216375575917,-0.47166905824272454,-0.38805749629193786,-0.4903830299333982,-0.4160585470315161,-0.4788416794248138,-0.3972121233817032
electronics/technology,-0.45267048346030636,-0.3858236638994754,-0.3169872793077875,-0.3642298531948853,-0.28938207130311566,-0.2749525664277981,-0.1943889576597677,-0.13879268431071168,-0.10592946647341517,-0.07371189621897245,-0.1013277762393947,-0.2051344049656756
colorful/playful,-0.503034273373641,-0.2958891689114864,-0.49403709837962495,-0.5363350512412319,-0.3397239984280551,-0.4131354839254271,-0.23813126909993199,-0.42014331483329337,-0.21422833602554436,-0.42911914807644425,-0.37047096902934085,-0.29650735051293986
outdoors,-0.5365564336417197,-0.4482370653348813,-0.37930140798263334,-0.3161259096857405,-0.3529047062495758,-0.4110229262956533,-0.35392140445106923,-0.35832581640987127,-0.2521699899205172,-0.20596433983307216,-0.3339155859637335,-0.35990570714295966
circular/round,-0.5559643614898748,-0.5275714126514088,-0.5267882990667101,-0.4978803470495079,-0.45219441724605103,-0.3969626464438769,-0.4003994701342459,-0.36632140349696884,-0.41779295012912376,-0.36124079547330057,-0.310284431059193,-0.3015214103328494
paper-related/flat,-0.519017922101096,-0.4739443240456951,-0.5006771399705123,-0.47458159810729694,-0.3700147960394573,-0.37311532951431436,-0.3304763650228568,-0.2479881024028887,-0.19975502026814884,-0.27924628323295164,-0.3564158769764574,-0.2901029003917459
