dimension,vision_layer_0,vision_layer_1,vision_layer_2,vision_layer_3,vision_layer_4,vision_layer_5,vision_layer_6,vision_layer_7,vision_layer_8,vision_layer_9,vision_layer_10,vision_layer_11
mineral,-1.329621895555194,-1.212719600189605,-1.1017262446727911,-1.1617821590836277,-1.1087893363990964,-1.043800451362341,-1.1017960850473143,-0.9879313859992407,-1.3397975497226655,-0.9692946575042372,-0.9425663339388417,-0.9077216875181227
wood,-0.8791356497157963,-0.9645303132398841,-1.0011611681468024,-0.7827525337116727,-1.1016707717091143,-1.1812750906819982,-1.1437467149789127,-1.0707102090306275,-0.9934597206668796,-1.0954665193313038,-0.9509124346991868,-0.8592309632984829
metallic,-0.9607206446943173,-0.610905842956547,-0.5661074265730426,-0.5654214293984103,-0.5579614103057622,-0.5952350735462584,-0.5246223095548568,-0.6646720145431324,-0.5943499106320784,-0.542364970677419,-0.6134470745255631,-0.7748894059071412
fabric,-0.7728617892582079,-0.7736398991736433,-0.728642318193371,-0.6539680288281298,-0.6900731635485071,-0.6793392937680509,-0.6160420719853767,-0.620462914448509,-0.5221471923040535,-0.696271177946429,-0.7230000836346473,-0.6467043775911887
white colour,-0.8959420778196645,-0.659712541348134,-0.81033976466713,-0.4480210048329152,-0.6022259468366786,-0.6145218478044765,-0.7519738515293515,-0.5034918518707021,-0.47400580759698174,-0.729519926419915,-0.4308558850904973,-0.6801384220684432
grainy,-0.8118129790755626,-0.5903523757710654,-0.5586567657293469,-0.40361613105620964,-0.5382741193201384,-0.3323179970464958,-0.6476716533775915,-0.6773018562193842,-0.7571644508104438,-0.5997523326161365,-0.5544828583241257,-0.6180628777109609
crystalline,-0.7407286476150761,-0.7135606012303208,-0.6578944124826098,-0.6507464124481586,-0.5833578576152416,-0.5776658724858443,-0.4950962381665098,-0.5573063900858972,-0.49103101009283767,-0.4398398817419795,-0.29725141295493573,-0.3394159265181338
"straw, fibrous",-0.5570430206640538,-0.5464701142363997,-0.3564240482720018,-0.5101117348421282,-0.2896949238928823,-0.3858501386319393,-0.44523721633419067,-0.32973142173074055,-0.551770894163796,-0.4743675165935668,-0.49458624798493234,-0.4332487366053319
cloudy,-0.6825510660818983,-0.7690930611359648,-0.6538972971177532,-0.7315878803741145,-0.5349704427137811,-0.7132439457533131,-0.6496862262905017,-0.6983215679878036,-0.5310406166444608,-0.5714589812866187,-0.7043542416939892,-0.4086824529979023
small,-0.49556696369198283,-0.3745146504284973,-0.3363434783736168,-0.3612249952112727,-0.2190158666496178,-0.24290102728244278,-0.29011350542561787,-0.21816243224673904,-0.48155859831356174,-0.31794934951201403,-0.4670180425928987,-0.42852876017560737
