dimension,Raw
mineral,-0.4311497150616743
wood,-0.2199548232137416
metallic,-0.33401514386707887
fabric,-0.3992823742538212
white colour,0.34968612323686776
grainy,-0.2977286652074147
crystalline,-0.5776438099224728
"straw, fibrous",-1.0079765113972852
cloudy,-0.47088862369635476
small,-0.7039561817847715
"beige colour, tan colour",-0.08146634844749046
viscous,-0.6061558572499324
black colour,-0.037361045468392806
brick,-0.6663437830838963
swirly,-0.5165293539920119
maroon colour,-0.036816431793686766
"lines, long, tubular, vertical",-1.4097707017169796
mesh,-0.4166258111911252
yellow colour,0.2073281507351067
multi-coloured,-0.7929445275006908
thin,-0.5561578088655463
bulbous,-0.588723095137931
green colour,-0.030883000963699336
blue colour,-0.21384362478272934
shell,-0.7109083259385676
"gemstone, smooth",-0.4935689732472779
sheet,-0.3552170505207064
hair,-0.41092311358780487
spongy,-0.6305593271352148
golden,-0.5520568622263176
red colour,-0.37068371652952004
"round, smooth",-0.5667634073696803
cream colour,-0.2642058388021711
bumpy,-0.4073736932551779
hot,-0.6153043531376758
turquoise colour,-0.2640621933089178
